airport,mode,row_index,airline_before,flight_no_before,flight_no_after,converted_by_rule
HAN,departure,4963,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,4993,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,5016,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,5041,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,5052,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,5086,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,5100,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,5126,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,5150,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,5217,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,5229,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,5257,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,5273,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,5300,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,5322,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,5355,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,5368,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,5395,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,5416,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,5439,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,5458,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,5523,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,5532,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,5581,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,5618,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,5632,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,5655,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,5676,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,5704,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,5718,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,5745,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,5763,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,5833,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,5847,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,5882,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,5904,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,5939,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,5954,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,5983,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,5999,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,6034,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,6045,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,6070,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,6088,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,6152,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,6165,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,6191,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,6213,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,6247,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,6259,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,6282,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,6304,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,6335,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,6347,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,6373,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,6391,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,6461,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,6467,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,6515,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,6551,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,6560,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,6589,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,6603,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,6635,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,6649,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,6671,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,6683,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,6751,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,6780,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,6828,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,6840,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,6873,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,6887,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,6920,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,6932,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,6953,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,6975,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
