Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-21,10:50,04:28,Seoul,ICN,Korean Air,KE441,2,11L,Landed,HL8528,A21N,passenger
2025-12-21,10:41,02:46,Taipei,TPE,China Airlines,CI791,2,11L,Landed,B-18111,A21N,passenger
2025-12-21,10:37,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ136,1,11L,Landed,VN-A653,A21N,passenger
2025-12-21,10:33,02:54,Taipei,TPE,STARLUX,JX715,2,11L,Landed,B-58211,A21N,passenger
2025-12-21,10:30,00:28,Hanoi,HAN,Vietnam Airlines,VN5000,2,11L,Landed,VN-A623,A21N,passenger
2025-12-21,10:25,04:40,Seoul,ICN,VietJet Air,VJ963,2,11L,Landed,VN-A633,A321,passenger
2025-12-21,10:22,01:55,Can Tho,VCA,VietJet Air,VJ460,1,11L,Landed,VN-A661,A321,passenger
2025-12-21,10:19,02:31,Kaohsiung,KHH,Vietnam Airlines,VN587,2,11L,Landed,VN-A512,A21N,passenger
2025-12-21,10:15,01:44,Guangzhou,CAN,China Southern Airlines,CZ3049,2,11L,Landed,B-322F,A20N,passenger
2025-12-21,10:13,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN208,1,11L,Landed,VN-A861,B789,passenger
2025-12-21,10:10,01:03,Da Nang,DAD,VietJet Air,VJ502,1,11L,Landed,VN-A552,A21N,passenger
2025-12-21,10:08,01:41,Hong Kong,HKG,Cathay Pacific,CX741,2,11L,Landed,B-HNN,B773,passenger
2025-12-21,10:05,02:50,Taipei,TPE,Vietnam Airlines,VN579,2,11L,Landed,VN-A603,A321,passenger
2025-12-21,10:02,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ148,1,11L,Landed,VN-A640,A321,passenger
2025-12-21,09:59,,Da Lat,DLI,VietJet Air,VJ402,1,11L,Landed,VN-A689,A320,passenger
2025-12-21,09:56,01:23,Bangkok,BKK,Thai Airways,TG560,2,11L,Landed,HS-TXA,A320,passenger
2025-12-21,09:49,01:25,Buon Ma Thuot,BMV,VietJet Air,VJ492,1,11L,Landed,VN-A635,A321,passenger
2025-12-21,09:46,00:56,Da Nang,DAD,Vietravel Airlines,VU638,1,11L,Landed,VN-A129,A321,passenger
2025-12-21,09:43,01:39,Chongqing,CKG,Tianjin Air Cargo,HT3861,0,11L,Landed,B-5439,B738,cargo
2025-12-21,09:30,01:01,Da Nang,DAD,Vietnam Airlines,VN158,1,11L,Landed,VN-A357,A321,passenger
2025-12-21,09:30,01:14,Pleiku,PXU,VietJet Air,VJ422,1,11L,Landed,VN-A644,A321,passenger
2025-12-21,09:22,00:36,Vinh,VII,Vietnam Airlines,VN1716,1,11L,Landed,VN-A329,A321,passenger
2025-12-21,09:21,01:47,Ho Chi Minh City,SGN,Avion Express,VU774,1,11L,Landed,9H-MLW,A320,passenger
2025-12-21,09:15,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN226,1,11L,Landed,VN-A611,A321,passenger
2025-12-21,09:11,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN240,1,11L,Landed,VN-A865,B789,passenger
2025-12-21,09:08,00:58,Da Nang,DAD,VietJet Air,VJ504,1,11L,Landed,VN-A645,A321,passenger
2025-12-21,09:05,01:41,Ho Chi Minh City,SGN,BBN Airlines Indonesia,QH204,1,11L,Landed,PK-BBK,B739,passenger
2025-12-21,08:48,00:55,Hue,HUI,Vietnam Airlines,VN1540,1,11L,Landed,VN-A608,A321,passenger
2025-12-21,08:41,01:34,Bangkok,DMK,AirAsia,FD642,2,11L,Landed,HS-BBL,A320,passenger
2025-12-21,08:37,01:40,Hong Kong,HKG,HK express,UO540,2,11L,Landed,B-KKF,A21N,passenger
2025-12-21,08:35,01:35,Shenzhen,SZX,Shenzhen Airlines,ZH101,2,11L,Landed,B-6856,A320,passenger
2025-12-21,08:31,01:29,Bangkok,BKK,K-Mile Air,8K528,0,11L,Landed,HS-KMD,B738,cargo
2025-12-21,08:28,01:45,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ806,1,11L,Landed,VN-A280,A321,passenger
2025-12-21,08:24,02:51,Singapore,SIN,Scoot,TR300,2,11L,Landed,9V-OFK,B788,passenger
2025-12-21,08:21,01:40,Ho Chi Minh City,SGN,VietJet Air,VJ126,1,11L,Landed,VN-A669,A320,passenger
2025-12-21,08:15,02:52,Manila,MNL,Vietnam Airlines,VN646,2,11L,Landed,VN-A622,A21N,passenger
2025-12-21,08:13,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN206,1,11L,Landed,VN-A866,B789,passenger
2025-12-21,08:10,02:43,Kuala Lumpur,KUL,AirAsia,AK9516,2,11L,Landed,9M-AGJ,A20N,passenger
2025-12-21,08:03,09:02,Oslo,OSL,Ethiopian Airlines,ET3792,0,11L,Landed,ET-BAC,B77L,cargo
2025-12-21,07:56,03:53,Mumbai,BOM,Turkish Airlines,TK6370,0,29R,Landed,TC-LJM,B77L,cargo
2025-12-21,07:47,01:44,Ho Chi Minh City,SGN,Bamboo Airways,QH202,1,11L,Landed,ER-00005,A320,passenger
2025-12-21,07:36,00:59,Da Nang,DAD,Vietnam Airlines,VN156,1,11L,Landed,VN-A514,A20N,passenger
2025-12-21,07:33,01:41,Ho Chi Minh City,SGN,Vietravel Airlines,VU750,1,11L,Landed,VN-A289,A321,passenger
2025-12-21,07:18,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ122,1,11L,Landed,VN-A537,A21N,passenger
2025-12-21,07:14,02:53,Manila,MNL,Cebu Pacific,5J744,2,11L,Landed,RP-C4122,A21N,passenger
2025-12-21,06:57,01:23,Macau,MFM,Qatar Airways,QR8313,0,11L,Landed,A7-BTA,B77L,cargo
2025-12-21,06:48,01:41,Ho Chi Minh City,SGN,N/A,VN6002,1,11L,Landed,VN-A363,A321,passenger
2025-12-21,06:41,03:49,Mumbai,BOM,Vietnam Airlines,VN972,2,11L,Landed,VN-A869,B789,passenger
2025-12-21,06:37,05:53,Doha,DOH,Qatar Airways,QR982,2,11L,Landed,A7-BHB,B789,passenger
2025-12-21,06:32,10:49,Paris,CDG,Vietnam Airlines,VN18,2,11L,Landed,VN-A890,A359,passenger
2025-12-21,06:28,10:15,Frankfurt,FRA,Vietnam Airlines,VN36,2,11L,Landed,VN-A863,B789,passenger
2025-12-21,06:25,01:46,Hong Kong,HKG,Hong Kong Air Cargo,RH317,0,11L,Landed,B-LNW,A332,cargo
2025-12-21,06:11,04:00,Jakarta,CGK,Vietnam Airlines,VN634,2,11L,Landed,VN-A329,A321,passenger
2025-12-21,05:44,10:05,Munich,MUC,Vietnam Airlines,VN34,2,11L,Landed,VN-A868,B789,passenger
2025-12-21,05:41,03:26,Delhi,DEL,VietJet Air,VJ972,2,11L,Landed,VN-A815,A333,passenger
2025-12-21,05:36,04:03,Bengaluru,BLR,Vietnam Airlines,VN982,2,11L,Landed,VN-A619,A21N,passenger
2025-12-21,05:20,03:54,Ahmedabad,AMD,VietJet Air,VJ1926,2,11L,Landed,VN-A697,A21N,passenger
2025-12-21,05:11,03:06,Shanghai,PVG,VietJet Air,VJ7239,2,11L,Landed,VN-A525,A21N,passenger
2025-12-21,05:00,03:26,Delhi,DEL,Atlas Air,5Y8138,0,11L,Landed,N492MC,B744,cargo
2025-12-21,04:44,03:14,Beijing,PKX,VietJet Air,VJ7713,2,11L,Landed,VN-A675,A320,passenger
2025-12-21,04:37,01:30,Guangzhou,CAN,VietJet Air,VJ7527,2,11L,Landed,VN-A644,A321,passenger
2025-12-21,04:29,04:33,Seoul,ICN,Air Zeta,KJ953,0,11L,Landed,HL7423,B744,cargo
2025-12-21,04:23,10:04,Milan,MXP,Vietnam Airlines,VN72,2,11L,Landed,VN-A889,A359,passenger
2025-12-21,04:16,01:39,Ho Chi Minh City,SGN,Bamboo Airways,QH268,1,11L,Landed,VN-A596,A20N,passenger
2025-12-21,02:31,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ182,1,11L,Landed,VN-A668,A320,passenger
2025-12-21,02:15,04:43,Seoul,ICN,Air Zeta,KJ373,0,11L,Landed,HL8355,B738,cargo
2025-12-21,02:12,01:41,Ho Chi Minh City,SGN,Vietnam Airlines,VN7214,1,11L,Landed,VN-A399,A321,passenger
2025-12-21,02:05,04:10,Seoul,ICN,Korean Air,KE361,0,11L,Landed,HL7601,B744,cargo
2025-12-21,01:55,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN270,1,11L,Landed,VN-A393,A321,passenger
2025-12-21,01:50,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ178,1,11L,Landed,VN-A642,A321,passenger
2025-12-21,01:38,01:39,Chengdu,TFU,VietJet Air,VJ7307,2,11L,Landed,VN-A677,A321,passenger
2025-12-21,01:34,01:40,Ho Chi Minh City,SGN,Bamboo Airways,QH282,1,11L,Landed,VN-A227,A321,passenger
2025-12-21,01:29,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN7204,1,11L,Landed,VN-A608,A321,passenger
2025-12-21,01:25,03:22,Shanghai,PVG,China Eastern Airlines,MU5075,2,11L,Landed,B-1316,B738,passenger
2025-12-21,01:14,03:07,Shanghai,PVG,Juneyao Air,HO1329,2,11L,Landed,B-8408,A320,passenger
2025-12-21,01:08,01:02,Da Nang,DAD,Vietnam Airlines,VN7192,1,11L,Landed,VN-A501,A21N,passenger
2025-12-21,01:05,02:52,Manila,MNL,Philippine Airlines,PR595,2,11L,Landed,RP-C9914,A321,passenger
2025-12-21,01:02,02:12,Wuhan,WUH,China Eastern Airlines,MU2573,2,11L,Landed,B-1536,B738,passenger
2025-12-21,01:01,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN224,1,11L,Landed,VN-A390,A321,passenger
2025-12-21,00:51,01:21,Bangkok,BKK,Vietnam Airlines,VN616,2,11L,Landed,VN-A614,A321,passenger
2025-12-21,00:43,00:57,Hue,HUI,VietJet Air,VJ568,1,11L,Landed,VN-A674,A21N,passenger
2025-12-21,00:37,01:32,Shenzhen,SZX,Shenzhen Airlines,ZH107,2,11L,Landed,B-6740,A320,passenger
2025-12-21,00:34,01:31,Nha Trang,CXR,VietJet Air,VJ778,1,11L,Landed,VN-A645,A321,passenger
2025-12-21,00:24,00:59,Da Nang,DAD,VietJet Air,VJ520,1,11L,Landed,VN-A629,A321,passenger
2025-12-21,00:16,04:44,Seoul,ICN,Jeju Air,7C2201,2,11L,Landed,HL8524,B38M,passenger
2025-12-21,00:11,01:39,Ho Chi Minh City,SGN,VietJet Air,VJ174,1,11L,Landed,VN-A676,A320,passenger
2025-12-21,00:01,01:39,Phu Quoc,PQC,VietJet Air,VJ3521,1,11L,Landed,VN-A549,A21N,passenger
