Route,Origin,Destination,Arr_Index,Flight_No,Arr_Event_Time,Arr_Service_Date,Reason,Action,Drop_Reason
HAN->DAD,HAN,DAD,10540,VJ523,2026-03-02 00:34:00,2026-03-02,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10649,9G937,2026-03-02 20:08:00,2026-03-02,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10661,VJ501,2026-03-02 21:43:00,2026-03-02,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11057,VJ515,2026-03-05 18:04:00,2026-03-05,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11067,VN6071,2026-03-05 19:47:00,2026-03-05,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11205,VN6071,2026-03-06 19:36:00,2026-03-06,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11356,VN7197,2026-03-07 21:45:00,2026-03-07,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11529,QH103,2026-03-09 08:51:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11537,9G913,2026-03-09 10:34:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11570,VN169,2026-03-09 13:15:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11604,QH147,2026-03-09 17:40:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11659,VN157,2026-03-10 07:12:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11726,VJ511,2026-03-10 15:42:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11744,VU639,2026-03-10 18:13:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11769,VJ501,2026-03-10 21:50:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11797,VJ503,2026-03-11 07:25:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11799,VN157,2026-03-11 07:05:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11849,VN169,2026-03-11 13:06:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,11865,VJ511,2026-03-11 16:22:00,2026-03-11,no_departure_match,mark_missing_departure,
